objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,archive_link,image_small,image_thumb,filename,filename_original,thumbs_to_process,thumbs_new_filename
wolf_043,Wolf Surveys,Wood River Wolf Project,2023,Wolf presence surveys.,surveys,"Garden City, Idaho ",43.6221,-116.2382," Wood River Wolf Project, https://www.woodriverwolfproject.org/wolf-surveys",,,record,eng,,,record,https://www.woodriverwolfproject.org/wolf-surveys,https://perma.cc/YLY4-HWW9,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_surveys_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_surveys_th.jpg,,,Wolf surveys.jpg,wolf_surveys.jpg
wolf_044,"Idaho Fish and Game Commission Meeting: January 26, 2023",Idaho Department of Fish and Game,2023-01-23,"The Jan. 26, 2023 Idaho Fish and Game Commission Meeting in Boise, Idaho.",wildlife management; hunting; trapping; idaho department of fish and game,"Boise, Idaho",43.618881,-116.215019,"Idaho Department of Fish and Game, https://www.youtube.com/watch?v=qDklmNVBH0I[TF(1]",,,video/youtube,eng,,,video,https://www.youtube.com/watch?v=qDklmNVBH0I,https://perma.cc/HD9Z-PEXC,https://img.youtube.com/vi/qDklmNVBH0I/hqdefault.jpg,https://img.youtube.com/vi/qDklmNVBH0I/hqdefault.jpg,,,,
wolf_045,In Wolf Country : the Power and Politics of Reintroduction,"Yuskavitch, James",2015,Book about the history and results of wolf reintroduction in Idaho.,extermination; wildlife management; biology; predation,"Frank Church River of No Return Wilderness, Idaho",45.0804685,-114.9628785,Globe Pequot,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/in_wolf_country.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/in_wolf_country_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/in_wolf_country_th.jpg,in_wolf_country.jpg,In Wolf Country.jpg,,
wolf_046,Potential Wolf Control Actions in Lolo Zone,,2011,Predation Management Plan For the Lolo and Selway Elk Zones,wildlife management,"Lolo Pass, Idaho",46.6351985,-114.5798362,"Idaho Official Government Website, https://idfg.idaho.gov/",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/loloselwaypredationplan.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/loloselwaypredationplan_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/loloselwaypredationplan_th.jpg,loloselwaypredationplan.pdf,LoloSelwayPredationplan.pdf,,
wolf_047,"Meta-Analysis of Relationships between Human Offtake, Total Mortality and Population Dynamics of Gray Wolves (Canis lupus)","Creel, Scott, and Jay J. Rotella",2010-09-29,Article about annual mortality and population growth to annual human offtake of 21 North American wolf populations.,wildlife management; environment; hunting; trapping; reintroduction,"Northern Rocky Mountains (NRM) Recovery Area (Greater Yellowstone, Central Idaho, Northwest Montana)",,,"PLoS ONE, vol. 5, no. 9, Gale In Context: Opposing Viewpoints, http://dx.doi.org/10.1371/journal.pone.0012918",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/meta-analysis_of_relationships_between_human_offtake_total_mortality_and_population_dynamics_of_gray_wolves.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/meta-analysis_of_relationships_between_human_offtake_total_mortality_and_population_dynamics_of_gray_wolves_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/meta-analysis_of_relationships_between_human_offtake_total_mortality_and_population_dynamics_of_gray_wolves_th.jpg,meta-analysis_of_relationships_between_human_offtake_total_mortality_and_population_dynamics_of_gray_wolves.pdf,"Meta-Analysis of Relationships between Human Offtake, Total Mortality and Population Dynamics of Gray Wolves (Canis lupus).pdf",,
wolf_048,Understanding Predation Management in Idaho,Idaho Department of Fish and Game,2022,Brochure about predation management.,wildlife management; idaho department of fish and game,"Boise, Idaho",43.618881,-116.215019,"Idaho Official Government Website, https://idfg.idaho.gov/old-web/docs/wildlife/predationMgmtBrochure.pdf",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/predationmgmtbrochure.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/predationmgmtbrochure_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/predationmgmtbrochure_th.jpg,predationmgmtbrochure.pdf,predationMgmtBrochure.pdf,,
wolf_049,Wolf Palette,"Bass, Rick",2005,Article about the effects of wolf reintroduction in Yellowstone National Park.,reintroduction; ecosystem; history; nature writing,"Yellowstone National Park, Wyoming",44.428,110.5885,Orion Magazine,,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/rick_bass.wolf_palette_copy.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/rick_bass.wolf_palette_copy_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/rick_bass.wolf_palette_copy_th.jpg,rick_bass.wolf_palette_copy.pdf,Rick Bass.Wolf Palette copy.pdf,,
wolf_050,2021 Legislation: Senate Bill 1211,Idaho State Legislature,2021-05-05,Updated wolf control legistlation for Idaho.,hunting; wildlife management; legislation; idaho department of fish and game,"Boise, Idaho",43.618881,-116.215019,"Idaho State Legislature, https://legislature.idaho.gov/",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/sb1211.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/sb1211_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/sb1211_th.jpg,sb1211.pdf,SB1211.pdf,,
wolf_051,Idaho Big Game 2022 Seasons & Rules: 2nd Edition 2022,Idaho Department of Fish and Game,2022,Idaho Department of Fish and Game's big game seasons rules.,wildlife management; hunting; trapping; idaho department of fish and game,"Boise, Idaho",43.618881,-116.215019,Idfg.idaho.gov,,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/seasons-rules-big-game-2022.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/seasons-rules-big-game-2022_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/seasons-rules-big-game-2022_th.jpg,seasons-rules-big-game-2022.pdf,seasons-rules-big-game-2022.pdf,,
wolf_052,Moonlight Dinner for Wolves in the Frank Church Wilderness,"Shardlow, Mackenzie, et al. ",2003,Wolf stories from the Frank Church Wilderness.,nature writing; stories,"Frank Church River of No Return Wilderness, Idaho",45.0804685,-114.9628785,"University of Idaho, Special Collections, The Snag, vol. 103, no. 2, pp. 1–3.",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/snag-wolf_piece.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/snag-wolf_piece_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/snag-wolf_piece_th.jpg,snag-wolf_piece.pdf,Snag-Wolf Piece.pdf,,
wolf_053,The Ninemile Wolves,"Bass, Rick",2003,Book about the first known group of wolves to attempt to settle in Montana outside protected national park territory.,wildlife management; rangeland; cattle; history; nature writing,"Marion, Montana",48.1057,114.6634,The Ninemile Wolves,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/the_ninemile_wolves.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/the_ninemile_wolves_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/the_ninemile_wolves_th.jpg,the_ninemile_wolves.jpg,The Ninemile Wolves cover.jpg,,
wolf_054,The Wisdom of Wolves: Lessons from the Sawtooth Pack,"Dutcher, Jim and Jamiel",2018,"In this book, the Dutchers reflect on the virtues they observed in wolf society and behavior.",biology; wolves; ecosystem,"Sawtooth Range, Idaho",44.1415,-115.01,National Geographic,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/the_wisdom_of_wolves.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/the_wisdom_of_wolves_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/the_wisdom_of_wolves_th.jpg,the_wisdom_of_wolves.jpg,The Wisdom of Wolves.jpg,,
wolf_055,Wolf Camp,Living with Wolves,2019-03-29,Description of Sawtooth pack wolf camp.,wolves; stories; biology; map,"Sawtooth Range, Idaho",44.1415,-115.01,"Living with Wolves, https://www.livingwithwolves.org/wolf-camp/",,,pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolf_camp_-_living_with_wolves.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_camp_-_living_with_wolves_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_camp_-_living_with_wolves_th.jpg,wolf_camp_-_living_with_wolves.pdf,Wolf Camp - Living with Wolves.pdf,,
wolf_056,Zoogeography of the Gray Wolf in Idaho: a Historical Review,"Kaminski, Timmothy J.",1998,Zoogeographical history of gray wolves in U.S.,wolves; biology; history; extermination,"Clearwater River, Idaho",46.4932,-116.3248,"ScholarWorks, University of Montana, https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=7512&context=etd",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/zoogeography_of_the_gray_wolf_in_idaho_a_historical_review.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/zoogeography_of_the_gray_wolf_in_idaho_a_historical_review_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/zoogeography_of_the_gray_wolf_in_idaho_a_historical_review_th.jpg,zoogeography_of_the_gray_wolf_in_idaho_a_historical_review.pdf,Zoogeography of the gray wolf in Idaho _ a historical review.pdf,,
wolf_057,Wolf Pups,Idaho Wolf Project,,"Camera trap photo of wolf pups northeast of Lowman, Idaho.",wolves; biology; pack; camera trap photo; Idaho Wolf Project,"Lowman, Idaho",44.081,-115.6187,"Idaho Wolf Project, University of Idaho",,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolf_pups_eh.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_pups_eh_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_pups_eh_th.jpg,wolf_pups_eh.jpg,wolf_pups_eh(2).jpg,,
wolf_058,Howling Wolf,Idaho Wolf Project,,"Camera trap photo of wolf north of Kellogg, Idaho.",wolves; biology; camera trap photo; Idaho Wolf Project,"Kellogg, Idaho",47.5383,-116.1193,"Idaho Wolf Project, University of Idaho",,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolf_wet_howl_edited.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_wet_howl_edited_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_wet_howl_edited_th.jpg,wolf_wet_howl_edited.jpg,wolf_wet_howl_edited.jpg,,
wolf_059,Black Wolf,Idaho Wolf Project,2016-08-24,"Camera trap photo of black wolf west of Salmon, Idaho. ",wolves; biology; camera trap photo; Idaho Wolf Project,"Salmon, Idaho",45.1758,-113.8959,"Idaho Wolf Project, University of Idaho",,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolf_black_125_low.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_black_125_low_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_black_125_low_th.jpg,wolf_black_125_low.jpg,wolf_black_125_low.jpg,,
wolf_060,Wolf Pups Feeding,Idaho Wolf Project,2017-06-16,"Camera trap photo of wolf pack west of Salmon, Idaho. ",wolves; biology; pack; camera trap photo; Idaho Wolf Project,"Salmon, Idaho",45.1758,-113.8959,"Idaho Wolf Project, University of Idaho",,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolf_pups_eat.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolf_pups_eat_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolf_pups_eat_th.jpg,wolf_pups_eat.jpg,wolf_pups_eat.jpg,,
wolf_061,David Ausband,University of Idaho,2023,"Profile of David Ausband, Ph.D., Assistant Unit Leader, Idaho Cooperative Fish and Wildlife Research Unit",University of Idaho; wolves; biology,"Moscow, Idaho",46.731705,-116.999939,"University of Idaho, David Ausband, https://www.uidaho.edu/cnr/faculty/ausband",,,record,eng,,,record,https://www.uidaho.edu/cnr/faculty/ausband,https://perma.cc/AX9C-AVUG,,,,,,
wolf_062,Idaho Wolf Project,David Ausband,2021,"The Idaho Wolf Project has 3 study areas near Salmon, Lowman, and Kellogg, Idaho. The project wants to explore the effects of hunting and trapping on gray wolves in Idaho. So far, hunting and trapping has reduced pup survival by 50%. The Idaho Wolf Project has been genetically sampling wolves in Idaho since 2007, with future plans to assess whether hunting and trapping are affecting wolf behaviors (i.e., propensity to disperse).",University of Idaho; wolves; biology,"Moscow, Idaho",46.731705,-116.999939,"University of Idaho, David Ausband, https://www.uidaho.edu/cnr/faculty/ausband",,,video/youtube,eng,,,record,https://www.youtube.com/@ausbandlab1408,https://perma.cc/8PA3-VYQE,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/ausband_lab_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/ausband_lab_th.jpg,,,ausband_lab.jpg,ausband_lab.jpg
wolf_063,Nimiipuu Protecting the Environment: Wolf-Grizzly Summit,KRFP Progressive Community Radio for the Palouse,2023-04-08,"KRFP's coverage of the Nimiipuu Protecting the Environment: Wolf-Grizzly Summit at the Clearwater Casino in Lewiston, Idaho.",Native American; wildlife management; conservation,"Lewiston, Idaho",46.392014,-117.010826,"KRFP, https://archive.krfp.org/",,,audio/mp3,eng,,,audio,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/krfp_wolf_grizzly_summitreport.mp3,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/nimiipuu_protecting_the_environment_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/nimiipuu_protecting_the_environment_th.jpg,krfp_wolf_grizzly_summitreport.mp3,krfp_wolf_grizzly_summitreport.mp3,nimiipuu_protecting_the_environment.jpg,nimiipuu_protecting_the_environment.jpg
wolf_064,Wolf Reintroduction (1995-2023),Flori Tulli,2023,Collage about wolf reintroduction in Idaho over the course of 1995 to 2023.,art; collage,"Moscow, Idaho",46.731705,-116.999939,,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/wolfcollagefinal.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/wolfcollagefinal_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/wolfcollagefinal_th.jpg,wolfcollagefinal.jpg,wolfcollagefinal.jpg,,
wolf_065,Flori Tulli's Graduate Project Proposal,Flori Tulli,2023-02-17,"This recording is the project proposal for my English M.A. non-thesis about wolf reintroduction in Idaho. Rather than write a 30-40 page theoretical paper, I want to create a multimodal project that encapsulates visual art and an interactable webpage. My goal is to create a project that brings together the different viewpoints surrounding wolf presence, demonstrating how they create a complex landscape.",process work; art; collage,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/3BSsLH3Zcrw",,,video/youtube,eng,,,video,https://youtu.be/3BSsLH3Zcrw,https://perma.cc/ZF7Z-PCJU,https://img.youtube.com/vi/3BSsLH3Zcrw/hqdefault.jpg,https://img.youtube.com/vi/3BSsLH3Zcrw/hqdefault.jpg,,,,
wolf_066,Part 1 of Collage Process: Designing the Base,Flori Tulli,2023,"Part 1 of 4 - Wolf Reintroduction in Idaho: A MultiModal Retelling. In this video, I review the process of designing my collage's base.",process work; art; collage,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/Flzn3uMWs2w",,,video/youtube,eng,,,video,https://youtu.be/Flzn3uMWs2w,https://perma.cc/GM4E-RNMB,https://img.youtube.com/vi/Flzn3uMWs2w/hqdefault.jpg,https://img.youtube.com/vi/Flzn3uMWs2w/hqdefault.jpg,,,,
wolf_067,Part 2 of Collage Process: Designing the Regions,Flori Tulli,2023,"Part 2 of 4 - Wolf Reintroduction in Idaho: A MultiModal Retelling. In this video, I review the process of designing my collage's regions.",process work; art; collage,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/azjORb6PhZQ",,,video/youtube,eng,,,video,https://youtu.be/azjORb6PhZQ,https://perma.cc/C8RD-PUFM,https://img.youtube.com/vi/azjORb6PhZQ/hqdefault.jpg,https://img.youtube.com/vi/azjORb6PhZQ/hqdefault.jpg,,,,
wolf_068,Part 3 of Collage Process: Designing the Wolves,Flori Tulli,2023,"Part 3 of 4 - Wolf Reintroduction in Idaho: A MultiModal Retelling. In this video, I review the process of designing my collage's wolves.",process work; art; collage,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/PNXzYmDh7SA",,,video/youtube,eng,,,video,https://youtu.be/PNXzYmDh7SA,https://perma.cc/7YKW-DE5T,https://img.youtube.com/vi/PNXzYmDh7SA/hqdefault.jpg,https://img.youtube.com/vi/PNXzYmDh7SA/hqdefault.jpg,,,,
wolf_069,Part 4 of Collage Process: Designing the Final Layer,Flori Tulli,2023,"Part 4 of 4 - Wolf Reintroduction in Idaho: A MultiModal Retelling. In this video, I review the process of designing my collage's final layer.",process work; art; collage,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/ykhLVeEXBzw",,,video/youtube,eng,,,video,https://youtu.be/ykhLVeEXBzw,https://perma.cc/PQV6-3AM8,https://img.youtube.com/vi/ykhLVeEXBzw/hqdefault.jpg,https://img.youtube.com/vi/ykhLVeEXBzw/hqdefault.jpg,,,,
wolf_070,Jaws of Life,Flori Tulli,2022,"This sculpture/fountain was a product of my previous investigation into trophic cascade, a drastic ecosystem change caused by the absence of predators. Working on this project showed me the possibilities of art and ecology in portraying complex ecological relationships, such as the interconnectivity of wolves to deer, beavers, and water tables.",art; sculpture; trophic cascade; ecosystem,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtube.com/shorts/_cLJId8hwv4",,,video/youtube,eng,,,video,https://youtube.com/shorts/_cLJId8hwv4,https://perma.cc/J749-SDQ9,https://img.youtube.com/vi/_cLJId8hwv4/hqdefault.jpg,https://img.youtube.com/vi/_cLJId8hwv4/hqdefault.jpg,,,,
wolf_071,"Edited ""Wolf Management / Status Timeline: Idaho Fish and Game.”",Flori Tulli,2023,"An edited version of the Idaho Department of Fish and Game's Wolf Management / Status Timeline: Idaho Fish and Game,"" starting from oldest events and ending with newest events.",hunting; wildlife management; legislation; history; idaho department of fish and game,"Boise, Idaho",43.618881,-116.215019,"""Wolf Management / Status Timeline: Idaho Fish and Game.” Idaho Department of Fish and Game, Idaho Official Government Website, https://idfg.idaho.gov/wildlife/wolf/recovery-reintroduction.",,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/idfg_wolf_reintroduction_timeline.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/idfg_wolf_reintroduction_timeline_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/idfg_wolf_reintroduction_timeline_th.jpg,idfg_wolf_reintroduction_timeline.pdf,idfg_wolf_reintroduction_timeline.pdf,,
wolf_072,"Posing with ""Jaws of Life"" ",Flori Tulli,2022,"A picture of Flori posing with her ""Jaws of Life"" fountain at the Ecological Art Gallery. ",art; sculpture; trophic cascade; ecosystem,"Moscow, Idaho",46.731705,-116.999939,,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/sculpture_picture.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/sculpture_picture_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/sculpture_picture_th.jpg,sculpture_picture.jpg,sculpture_picture.jpg,,
wolf_073,Graduate Project Website Outline,Flori Tulli,2023,A general outline of how CDIL and I would design this website.,process work; website design,"Moscow, Idaho",46.731705,-116.999939,,,,application/pdf,eng,,,pdf,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/grad_project_webpage_outline.pdf,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/grad_project_webpage_outline_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/grad_project_webpage_outline_th.jpg,grad_project_webpage_outline.pdf,grad_project_webpage_outline.pdf,,
wolf_074,Wolves and Trophic Cascades,Kieran Hughes,2023,"An animation created by Kieran Hughes about trophic cascades, interactions between two or more species that have rippling effects throughout the ecosystem.",animation; art; trophic cascade; ecosystem,"Moscow, Idaho",46.731705,-116.999939,"Youtube, https://youtu.be/Pjv_r8sBPhY",,,video/youtube,eng,,,video,https://youtu.be/Pjv_r8sBPhY,https://perma.cc/7T2V-EZB3,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/hughes_trophiccascade_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/hughes_trophiccascade_th.jpg,,,hughes_trophiccascade.jpg,hughes_trophiccascade.jpg
wolf_075,Biography Photo,Flori Tulli,2022,Flori amidst the Palouse.,profile,"Pullman, Washington",46.7298,-117.1817,,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/biography_photo.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/biography_photo_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/biography_photo_th.jpg,biography_photo.jpg,biography_photo.jpg,,
wolf_076,Artist with Final Collage,Flori Tulli,2023,Flori and her finished collage piece.,art; collage,"Moscow, Idaho",46.731705,-116.999939,,,,image/jpg,eng,,,image,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/pose_with_final_collage.jpg,,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/small/pose_with_final_collage_sm.jpg,https://cdil.lib.uidaho.edu/wolf-reintroduction/objects/thumbs/pose_with_final_collage_th.jpg,pose_with_final_collage.jpg,pose_with_final_collage.jpg,,
